document_id,ID,topic_id,probability
49,3611,1,0.062414713
49,3611,2,0.051804166
49,3611,3,0.03005877
49,3611,5,0.82028806
49,3611,6,0.010032476
50,3612,0,0.5190473
50,3612,1,0.04950839
50,3612,2,0.14856188
50,3612,3,0.08470923
50,3612,4,0.025171978
50,3612,5,0.13651812
50,3612,6,0.036483
51,3595,0,0.049210977
51,3595,1,0.043157324
51,3595,2,0.1571007
51,3595,3,0.45753154
51,3595,4,0.020687992
51,3595,5,0.24232954
51,3595,6,0.029982045
52,3596,0,0.04975248
52,3596,1,0.2548989
52,3596,2,0.29164603
52,3596,3,0.08954471
52,3596,4,0.07951164
52,3596,5,0.20462072
52,3596,6,0.030025454
53,3598,0,0.045507032
53,3598,1,0.041273713
53,3598,2,0.67015004
53,3598,3,0.03082624
53,3598,4,0.020677943
53,3598,5,0.16094948
53,3598,6,0.030615464
54,3604,0,0.06463597
54,3604,1,0.2554798
54,3604,2,0.058140267
54,3604,3,0.04439299
54,3604,4,0.1971209
54,3604,5,0.33500013
54,3604,6,0.045229953
55,3605,0,0.076104015
55,3605,3,0.496899
55,3605,5,0.397167
56,3587,0,0.06462842
56,3587,1,0.057755478
56,3587,2,0.21798243
56,3587,3,0.0437792
56,3587,4,0.44938967
56,3587,5,0.12390688
56,3587,6,0.042557962
57,3589,0,0.4208121
57,3589,1,0.088865735
57,3589,2,0.032395344
57,3589,3,0.010304937
57,3589,5,0.31117225
57,3589,6,0.13006334
58,3556,0,0.042967826
58,3556,1,0.03839839
58,3556,2,0.7583027
58,3556,3,0.029106261
58,3556,4,0.019524097
58,3556,5,0.083406314
58,3556,6,0.028294375
59,3558,0,0.10460399
59,3558,1,0.038653392
59,3558,2,0.63103104
59,3558,3,0.02911196
59,3558,4,0.019527586
59,3558,5,0.14851335
59,3558,6,0.028558712
60,3559,0,0.03865663
60,3559,1,0.08458422
60,3559,2,0.23092787
60,3559,3,0.42638737
60,3559,4,0.11806636
60,3559,5,0.075922005
60,3559,6,0.025455518
61,3560,0,0.06861337
61,3560,1,0.058170937
61,3560,2,0.63140446
61,3560,3,0.043771923
61,3560,4,0.029361846
61,3560,5,0.12612635
61,3560,6,0.04255105
62,3563,0,0.038995445
62,3563,1,0.033492498
62,3563,2,0.28941184
62,3563,3,0.026091512
62,3563,4,0.1240059
62,3563,5,0.46338794
62,3563,6,0.024614882
63,3564,0,0.044941653
63,3564,1,0.037906766
63,3564,2,0.1478474
63,3564,3,0.08963346
63,3564,4,0.14179757
63,3564,5,0.5110508
63,3564,6,0.02682232
64,3566,0,0.21591441
64,3566,1,0.08534128
64,3566,2,0.052082404
64,3566,3,0.11752336
64,3566,4,0.33462533
64,3566,5,0.15195799
64,3566,6,0.042555254
65,3579,0,0.28688064
65,3579,1,0.07367176
65,3579,2,0.06968933
65,3579,3,0.068261884
65,3579,4,0.039814383
65,3579,5,0.40929058
65,3579,6,0.05239131
66,3582,0,0.06462256
66,3582,1,0.05880457
66,3582,2,0.1724038
66,3582,3,0.04377507
66,3582,4,0.36432663
66,3582,5,0.13997512
66,3582,6,0.15609233
67,3586,0,0.060470354
67,3586,1,0.054566182
67,3586,2,0.13118398
67,3586,3,0.04220874
67,3586,4,0.47685686
67,3586,5,0.195425
67,3586,6,0.03928882
68,3550,0,0.07055929
68,3550,1,0.063055664
68,3550,2,0.6047868
68,3550,3,0.047797024
68,3550,4,0.03206111
68,3550,5,0.13527672
68,3550,6,0.046463475
69,3554,0,0.13131504
69,3554,1,0.36377287
69,3554,2,0.2856147
69,3554,3,0.035234235
69,3554,4,0.032697003
69,3554,5,0.117363036
69,3554,6,0.034003064
70,3541,0,0.5983285
70,3541,1,0.07364045
70,3541,2,0.026041403
70,3541,3,0.023247063
70,3541,4,0.05807835
70,3541,5,0.1089268
70,3541,6,0.11173753
71,3538,0,0.025788387
71,3538,1,0.07639823
71,3538,2,0.15369046
71,3538,3,0.01828741
71,3538,4,0.01169583
71,3538,5,0.69718933
71,3538,6,0.016950356
72,3489,0,0.059607357
72,3489,1,0.053268567
72,3489,2,0.6661264
72,3489,3,0.040377617
72,3489,4,0.027085135
72,3489,5,0.11428356
72,3489,6,0.039251428
73,3490,0,0.49932262
73,3490,1,0.035893172
73,3490,2,0.031956255
73,3490,3,0.028959688
73,3490,4,0.018468492
73,3490,5,0.30296025
73,3490,6,0.08243949
74,3491,0,0.05161613
74,3491,1,0.11308751
74,3491,2,0.43537343
74,3491,3,0.16914901
74,3491,4,0.02345377
74,3491,5,0.102311134
74,3491,6,0.105009064
75,3504,0,0.099010095
75,3504,1,0.52645767
75,3504,2,0.046552867
75,3504,3,0.042671908
75,3504,4,0.054698907
75,3504,5,0.19411641
75,3504,6,0.036492143
76,3523,0,0.07766216
76,3523,1,0.5614206
76,3523,2,0.060198985
76,3523,3,0.052607786
76,3523,4,0.035289112
76,3523,5,0.16168086
76,3523,6,0.051140495
77,3524,0,0.29962638
77,3524,1,0.11641599
77,3524,2,0.10097607
77,3524,3,0.088243075
77,3524,4,0.059193436
77,3524,5,0.249763
77,3524,6,0.08578199
78,3525,0,0.020771755
78,3525,1,0.011618024
78,3525,5,0.057158228
78,3525,6,0.886707
79,3528,0,0.112610325
79,3528,1,0.4051352
79,3528,2,0.011745499
79,3528,3,0.014617737
79,3528,5,0.39632726
79,3528,6,0.052654993
80,3530,0,0.6748559
80,3530,5,0.29237306
81,3532,0,0.019712463
81,3532,1,0.06936387
81,3532,2,0.015715526
81,3532,3,0.012754763
81,3532,5,0.8612948
81,3532,6,0.012603654
82,3459,0,0.0142742405
82,3459,1,0.58333564
82,3459,2,0.011412512
82,3459,3,0.025024634
82,3459,4,0.045126457
82,3459,5,0.31223142
83,3460,0,0.08284484
83,3460,3,0.013568906
83,3460,5,0.8819347
84,3465,0,0.30649993
84,3465,1,0.014137453
84,3465,2,0.056962747
84,3465,3,0.010418315
84,3465,5,0.5912334
84,3465,6,0.014093825
85,3466,0,0.035433393
85,3466,1,0.083972834
85,3466,2,0.14774042
85,3466,3,0.12290074
85,3466,4,0.36128384
85,3466,5,0.22551385
85,3466,6,0.023154963
86,3467,0,0.040885955
86,3467,1,0.039439965
86,3467,2,0.52652365
86,3467,3,0.13180034
86,3467,4,0.017021224
86,3467,5,0.220086
86,3467,6,0.02424295
87,3469,0,0.051610954
87,3469,1,0.046122503
87,3469,2,0.33600557
87,3469,3,0.03496096
87,3469,4,0.025442308
87,3469,5,0.10603579
87,3469,6,0.3998219
88,3472,0,0.059870597
88,3472,1,0.34651464
88,3472,2,0.011287331
88,3472,3,0.09337918
88,3472,5,0.42788255
88,3472,6,0.054828282
89,3473,0,0.12691474
89,3473,1,0.018454432
89,3473,2,0.013442337
89,3473,3,0.44804096
89,3473,5,0.34557745
89,3473,6,0.0402688
90,3475,0,0.05532725
90,3475,1,0.121343076
90,3475,2,0.16985439
90,3475,3,0.037478454
90,3475,4,0.37754372
90,3475,5,0.10952618
90,3475,6,0.12892693
91,3477,0,0.036693804
91,3477,5,0.93291444
92,3479,0,0.2429909
92,3479,1,0.0126298275
92,3479,2,0.13640904
92,3479,5,0.5838004
93,3481,0,0.04611422
93,3481,1,0.041198358
93,3481,2,0.74059767
93,3481,3,0.032172058
93,3481,4,0.02113599
93,3481,5,0.08881521
93,3481,6,0.029966384
94,3483,0,0.13028184
94,3483,1,0.1164271
94,3483,2,0.10098697
94,3483,3,0.25753048
94,3483,4,0.0591989
94,3483,5,0.24978422
94,3483,6,0.085790545
95,3485,0,0.13315845
95,3485,1,0.049447786
95,3485,2,0.16833554
95,3485,3,0.30209073
95,3485,4,0.025142005
95,3485,5,0.28523427
95,3485,6,0.036591306
96,3412,0,0.013368391
96,3412,1,0.64169157
96,3412,2,0.013819762
96,3412,5,0.30925447
97,3420,0,0.028398413
97,3420,1,0.018067269
97,3420,2,0.013583842
97,3420,3,0.011870756
97,3420,5,0.9085775
97,3420,6,0.011539554
98,3429,0,0.11067565
98,3429,1,0.06416805
98,3429,2,0.26718238
98,3429,3,0.17513527
98,3429,4,0.015583411
98,3429,5,0.21768238
98,3429,6,0.14957283
99,3431,2,0.017726354
99,3431,4,0.28257722
99,3431,5,0.6709816
100,3432,0,0.01740582
100,3432,1,0.29336712
100,3432,2,0.01458773
100,3432,3,0.06106133
100,3432,5,0.5723737
100,3432,6,0.033582434
101,3438,0,0.39197958
101,3438,1,0.050370563
101,3438,2,0.11491732
101,3438,3,0.03750766
101,3438,4,0.02515798
101,3438,5,0.19985059
101,3438,6,0.18021625
102,3442,0,0.06343741
102,3442,1,0.05034132
102,3442,2,0.19988231
102,3442,3,0.039722223
102,3442,4,0.28621364
102,3442,5,0.1881756
102,3442,6,0.17222755
103,3443,0,0.040299367
103,3443,1,0.08554941
103,3443,2,0.53007734
103,3443,3,0.02619347
103,3443,4,0.11786124
103,3443,5,0.12430375
103,3443,6,0.0757154
104,3444,0,0.07262271
104,3444,1,0.016933471
104,3444,2,0.026622493
104,3444,3,0.04106243
104,3444,4,0.036818437
104,3444,5,0.72084516
104,3444,6,0.085095264
105,3445,0,0.13189842
105,3445,1,0.012638079
105,3445,3,0.038162157
105,3445,5,0.7939906
106,3446,0,0.053335406
106,3446,1,0.01470402
106,3446,2,0.013236252
106,3446,3,0.034115866
106,3446,5,0.7955096
106,3446,6,0.081760824
107,3447,0,0.04393481
107,3447,1,0.1667937
107,3447,2,0.36233777
107,3447,3,0.20574528
107,3447,4,0.07752353
107,3447,5,0.11685977
107,3447,6,0.026805017
108,3448,0,0.051641338
108,3448,1,0.04614899
108,3448,2,0.57390803
108,3448,3,0.07809809
108,3448,4,0.023464562
108,3448,5,0.12578721
108,3448,6,0.10095177
109,3451,0,0.03411703
109,3451,1,0.10886646
109,3451,2,0.024347505
109,3451,3,0.49526867
109,3451,4,0.017246518
109,3451,5,0.18055063
109,3451,6,0.13960315
110,3455,0,0.11160055
110,3455,1,0.0997281
110,3455,2,0.08652082
110,3455,3,0.075601965
110,3455,4,0.339138
110,3455,5,0.21391952
110,3455,6,0.073491
111,3408,0,0.10613048
111,3408,1,0.102450885
111,3408,2,0.047067635
111,3408,3,0.12953319
111,3408,4,0.011973824
111,3408,5,0.5859699
111,3408,6,0.0168741
112,3409,0,0.04979077
112,3409,1,0.168146
112,3409,2,0.038657807
112,3409,3,0.3217248
112,3409,4,0.16661766
112,3409,5,0.22308739
112,3409,6,0.031975657
113,3401,0,0.20373638
113,3401,1,0.028956808
113,3401,2,0.030384094
113,3401,3,0.194263
113,3401,4,0.014635466
113,3401,5,0.50637156
113,3401,6,0.021652674
114,3406,0,0.16226827
114,3406,1,0.06304598
114,3406,2,0.1463796
114,3406,3,0.13945875
114,3406,4,0.032056376
114,3406,5,0.41033497
114,3406,6,0.046456028
115,3395,0,0.09420484
115,3395,1,0.4684477
115,3395,2,0.060906604
115,3395,3,0.035397828
115,3395,4,0.023599802
115,3395,5,0.2600283
115,3395,6,0.057414908
116,3383,0,0.07963294
116,3383,1,0.069423005
116,3383,2,0.060218465
116,3383,3,0.5468246
116,3383,4,0.03529889
116,3383,5,0.15683141
116,3383,6,0.051770717
117,3378,0,0.19861431
117,3378,1,0.1164196
117,3378,2,0.29147112
117,3378,3,0.058534585
117,3378,4,0.039263636
117,3378,5,0.2387951
117,3378,6,0.056901656
118,3381,0,0.092368394
118,3381,1,0.04350756
118,3381,2,0.100375876
118,3381,3,0.032775633
118,3381,4,0.08490008
118,3381,5,0.24360566
118,3381,6,0.40246683
119,3382,0,0.07055312
119,3382,1,0.0630501
119,3382,2,0.23803347
119,3382,3,0.3228913
119,3382,4,0.03205852
119,3382,5,0.22695409
119,3382,6,0.046459377
120,3370,0,0.2980591
120,3370,1,0.13745897
120,3370,2,0.027551586
120,3370,3,0.10140612
120,3370,4,0.25170907
120,3370,5,0.15894921
120,3370,6,0.024865966
121,3365,0,0.08157666
121,3365,1,0.06809148
121,3365,2,0.09535939
121,3365,3,0.33333445
121,3365,4,0.032062396
121,3365,5,0.34288642
121,3365,6,0.04668928
122,3361,0,0.08849361
122,3361,1,0.064514086
122,3361,2,0.21865994
122,3361,3,0.13940126
122,3361,4,0.30520844
122,3361,5,0.13525821
122,3361,6,0.04846447
123,3351,0,0.14873832
123,3351,1,0.05774772
123,3351,2,0.055317003
123,3351,3,0.043773122
123,3351,4,0.029362576
123,3351,5,0.6193871
123,3351,6,0.045674123
124,3353,0,0.077661745
124,3353,1,0.069403045
124,3353,2,0.21399175
124,3353,3,0.28672147
124,3353,4,0.035288937
124,3353,5,0.25503263
124,3353,6,0.06190042
125,3319,0,0.19074403
125,3319,1,0.3575243
125,3319,2,0.01272569
125,3319,3,0.011635908
125,3319,4,0.028690832
125,3319,5,0.36621046
125,3319,6,0.032468837
126,3322,0,0.05961886
126,3322,1,0.2082425
126,3322,2,0.047635317
126,3322,3,0.14229038
126,3322,4,0.027090017
126,3322,5,0.3208765
126,3322,6,0.19424644
127,3333,0,0.20304881
127,3333,1,0.08698089
127,3333,2,0.0754464
127,3333,3,0.06593237
127,3333,4,0.04422604
127,3333,5,0.31308436
127,3333,6,0.21128117
128,3305,0,0.070554875
128,3305,1,0.06305157
128,3305,2,0.21779239
128,3305,3,0.04779372
128,3305,4,0.30702305
128,3305,5,0.13972102
128,3305,6,0.15406336
129,3306,0,0.055333275
129,3306,1,0.051692583
129,3306,2,0.30069765
129,3306,3,0.037482347
129,3306,4,0.31279698
129,3306,5,0.20353046
129,3306,6,0.038466666
130,3308,0,0.36621386
130,3308,1,0.077418454
130,3308,2,0.06717649
130,3308,3,0.058696683
130,3308,4,0.03936232
130,3308,5,0.29439864
130,3308,6,0.09673349
131,3304,0,0.05387709
131,3304,1,0.09625464
131,3304,2,0.51650727
131,3304,3,0.09227263
131,3304,4,0.07398577
131,3304,5,0.13128
131,3304,6,0.03582255
132,3280,0,0.0993512
132,3280,1,0.016409406
132,3280,2,0.032003365
132,3280,3,0.06580072
132,3280,5,0.7182288
132,3280,6,0.062060922
133,3281,0,0.05966682
133,3281,1,0.053320285
133,3281,2,0.5065464
133,3281,3,0.040419232
133,3281,4,0.1044222
133,3281,5,0.19633393
133,3281,6,0.039291188
134,3282,0,0.05166029
134,3282,1,0.044659037
134,3282,2,0.59540486
134,3282,3,0.032858122
134,3282,4,0.08407184
134,3282,5,0.09372362
134,3282,6,0.09762214
135,3289,0,0.05533751
135,3289,1,0.050466407
135,3289,2,0.6070202
135,3289,3,0.037485663
135,3289,4,0.025144508
135,3289,5,0.18703644
135,3289,6,0.03750934
136,3290,0,0.059647307
136,3290,1,0.054072153
136,3290,2,0.1235612
136,3290,3,0.19503945
136,3290,4,0.41405183
136,3290,5,0.11434995
136,3290,6,0.039278157
137,3297,0,0.06464799
137,3297,1,0.05777242
137,3297,2,0.46737945
137,3297,3,0.043792877
137,3297,4,0.19680002
137,3297,5,0.12703618
137,3297,6,0.04257105
138,3256,0,0.27199513
138,3256,1,0.071246296
138,3256,3,0.01940625
138,3256,4,0.016608447
138,3256,5,0.5915693
138,3256,6,0.020834697
139,3267,0,0.3008587
139,3267,1,0.049222454
139,3267,2,0.31409943
139,3267,3,0.03620677
139,3267,4,0.023460547
139,3267,5,0.24215233
139,3267,6,0.033999782
140,3268,0,0.18566261
140,3268,1,0.18273856
140,3268,2,0.05024715
140,3268,3,0.061929546
140,3268,4,0.0423594
140,3268,5,0.13172749
140,3268,6,0.34533522
141,3250,0,0.060277577
141,3250,1,0.049440175
141,3250,2,0.54632384
141,3250,3,0.0374758
141,3250,4,0.0251385
141,3250,5,0.19674931
141,3250,6,0.08459492
142,3251,0,0.048339345
142,3251,1,0.042799346
142,3251,2,0.44391298
142,3251,3,0.08990287
142,3251,4,0.2562206
142,3251,5,0.08884953
142,3251,6,0.029975345
143,3252,0,0.051634997
143,3252,1,0.046143293
143,3252,2,0.5766905
143,3252,3,0.034977715
143,3252,4,0.02346184
143,3252,5,0.23308975
143,3252,6,0.034001853
144,3237,0,0.059616715
144,3237,1,0.05367966
144,3237,2,0.5844222
144,3237,3,0.040384173
144,3237,4,0.027089149
144,3237,5,0.19555038
144,3237,6,0.039257713
145,3241,0,0.121534064
145,3241,1,0.20057394
145,3241,2,0.16831467
145,3241,3,0.03872313
145,3241,4,0.02328379
145,3241,5,0.26994988
145,3241,6,0.17762049
146,3242,0,0.24610999
146,3242,1,0.15047702
146,3242,2,0.2484775
146,3242,3,0.049681537
146,3242,4,0.03126177
146,3242,5,0.23045388
146,3242,6,0.043538235
147,3218,0,0.50592047
147,3218,1,0.05794372
147,3218,2,0.022302553
147,3218,3,0.019355375
147,3218,4,0.012039427
147,3218,5,0.36098254
147,3218,6,0.021455847
148,3219,0,0.19358064
148,3219,1,0.32138112
148,3219,2,0.043904334
148,3219,3,0.040621303
148,3219,4,0.025251262
148,3219,5,0.269785
148,3219,6,0.105476305
149,3220,0,0.044334598
149,3220,1,0.48167193
149,3220,2,0.018852537
149,3220,3,0.018314652
149,3220,4,0.011039281
149,3220,5,0.2941068
149,3220,6,0.13168022
150,3222,0,0.05972766
150,3222,1,0.05337332
150,3222,2,0.27920374
150,3222,3,0.19586886
150,3222,4,0.027136711
150,3222,5,0.3453576
150,3222,6,0.039332055
151,3225,0,0.05532205
151,3225,1,0.049875263
151,3225,2,0.47398254
151,3225,3,0.037474815
151,3225,4,0.24084868
151,3225,5,0.106067054
151,3225,6,0.036429584
152,3226,0,0.07899696
152,3226,1,0.3998043
152,3226,2,0.017436165
152,3226,3,0.014165397
152,3226,4,0.036776204
152,3226,5,0.43752703
152,3226,6,0.015293887
153,3227,0,0.05532205
153,3227,1,0.04987372
153,3227,2,0.47398403
153,3227,3,0.037474815
153,3227,4,0.24084869
153,3227,5,0.106067054
153,3227,6,0.036429584
154,3228,0,0.059611376
154,3228,1,0.124234565
154,3228,2,0.5869233
154,3228,3,0.040380437
154,3228,4,0.027086863
154,3228,5,0.1225093
154,3228,6,0.039254114
155,3230,0,0.04380549
155,3230,1,0.16260862
155,3230,2,0.52086216
155,3230,3,0.027817167
155,3230,4,0.07080831
155,3230,5,0.14727907
155,3230,6,0.02681916
156,3231,0,0.06502498
156,3231,1,0.2473406
156,3231,2,0.1742143
156,3231,3,0.15570194
156,3231,4,0.14187951
156,3231,5,0.09896272
156,3231,6,0.11687588
157,3232,0,0.05162325
157,3232,1,0.049855497
157,3232,2,0.055559956
157,3232,3,0.03496958
157,3232,4,0.023456845
157,3232,5,0.16740288
157,3232,6,0.617132
158,3233,0,0.048389766
158,3233,1,0.04324328
158,3233,2,0.60322934
158,3233,3,0.032779496
158,3233,4,0.021987282
158,3233,5,0.092769764
158,3233,6,0.15760101
159,3208,0,0.051622882
159,3208,1,0.18034393
159,3208,2,0.5766421
159,3208,3,0.034969278
159,3208,4,0.023456601
159,3208,5,0.09897159
159,3208,6,0.0339937
160,3213,0,0.172499
160,3213,1,0.44775134
160,3213,2,0.032083802
160,3213,3,0.043941427
160,3213,4,0.046943497
160,3213,5,0.21957703
160,3213,6,0.037203956
161,3186,0,0.1896336
161,3186,1,0.010892381
161,3186,2,0.014820439
161,3186,3,0.0686663
161,3186,4,0.04814294
161,3186,5,0.6338681
161,3186,6,0.033976294
162,3189,0,0.13037099
162,3189,1,0.11650488
162,3189,2,0.26979005
162,3189,3,0.0883149
162,3189,4,0.059237126
162,3189,5,0.24993177
162,3189,6,0.08585026
163,3193,0,0.45368677
163,3193,1,0.18363206
163,3193,2,0.056489084
163,3193,3,0.01585746
