document_id,ID,topic_id,probability
55,3400,4,0.010758327
56,3399,0,0.27002987
56,3399,1,0.024651079
56,3399,2,0.62584054
56,3399,3,0.041403964
56,3399,4,0.03807458
57,3377,0,0.11289304
57,3377,1,0.028357254
57,3377,2,0.09137059
57,3377,3,0.4578165
57,3377,4,0.3095626
58,3380,0,0.08925665
58,3380,1,0.021992214
58,3380,2,0.07689338
58,3380,3,0.7748509
58,3380,4,0.037006922
59,3372,0,0.13787176
59,3372,1,0.028049152
59,3372,2,0.74364793
59,3372,3,0.047110233
59,3372,4,0.04332086
60,3359,0,0.55838037
60,3359,1,0.06255312
60,3359,2,0.17741334
60,3359,3,0.10505104
60,3359,4,0.09660211
61,3317,0,0.55838037
61,3317,1,0.06255312
61,3317,2,0.17741334
61,3317,3,0.10505104
61,3317,4,0.096602105
62,3318,0,0.21214712
62,3318,2,0.102758855
62,3318,3,0.6132993
62,3318,4,0.06979799
63,3320,0,0.076992266
63,3320,1,0.8295762
63,3320,2,0.04049268
63,3320,3,0.029915608
63,3320,4,0.023023276
64,3321,0,0.08991747
64,3321,1,0.02198378
64,3321,2,0.0623621
64,3321,3,0.036922697
64,3321,4,0.788814
65,3324,0,0.55838037
65,3324,1,0.06255312
65,3324,2,0.17741334
65,3324,3,0.10505104
65,3324,4,0.096602105
66,3331,0,0.25025916
66,3331,1,0.018082373
66,3331,2,0.05132242
66,3331,3,0.030377412
66,3331,4,0.6499586
67,3309,0,0.24157348
67,3309,1,0.024659082
67,3309,2,0.65425026
67,3309,3,0.04142504
67,3309,4,0.03809222
68,3312,0,0.24261062
68,3312,1,0.028060863
68,3312,2,0.63051456
68,3312,3,0.05546185
68,3312,4,0.043352056
69,3313,0,0.19235428
69,3313,1,0.04787601
69,3313,2,0.1523281
69,3313,3,0.53346604
69,3313,4,0.073975585
70,3314,0,0.19185723
70,3314,1,0.04784149
70,3314,2,0.37100324
70,3314,3,0.31540978
70,3314,4,0.07388821
71,3315,0,0.36218905
71,3315,1,0.090344585
71,3315,2,0.25622615
71,3315,3,0.15172145
71,3315,4,0.13951877
72,3276,0,0.5450414
72,3276,1,0.1838929
72,3276,2,0.22742052
72,3276,3,0.02026504
72,3276,4,0.023380162
73,3294,0,0.8014872
73,3294,1,0.028203951
73,3294,2,0.07981853
73,3294,3,0.04714138
73,3294,4,0.04334893
74,3261,0,0.32982966
74,3261,2,0.208922
74,3261,3,0.44560724
75,3265,0,0.06162918
75,3265,1,0.10089888
75,3265,2,0.46994922
75,3265,3,0.3438057
75,3265,4,0.023717083
76,3269,0,0.05730672
76,3269,1,0.014335149
76,3269,2,0.5840659
76,3269,3,0.32223848
76,3269,4,0.022053704
77,3238,0,0.09058376
77,3238,1,0.021983372
77,3238,2,0.06327614
77,3238,3,0.037868787
77,3238,4,0.7862879
78,3215,0,0.36218905
78,3215,1,0.090344585
78,3215,2,0.25622615
78,3215,3,0.15172145
78,3215,4,0.13951877
79,3216,0,0.2509774
79,3216,1,0.06256581
79,3216,2,0.48473012
79,3216,3,0.105088
79,3216,4,0.09663872
80,3217,0,0.042796623
80,3217,1,0.85400724
80,3217,2,0.030105123
80,3217,3,0.018110996
80,3217,4,0.054979973
81,3205,0,0.17742968
81,3205,1,0.6533606
81,3205,2,0.13771611
81,3205,3,0.01887401
81,3205,4,0.012619678
82,3214,0,0.17381656
82,3214,2,0.76443887
82,3214,3,0.04502454
82,3214,4,0.010272527
83,3196,0,0.24303307
83,3196,1,0.01984327
83,3196,2,0.29470572
83,3196,3,0.4115578
83,3196,4,0.030860148
84,3199,0,0.09497291
84,3199,1,0.019854043
84,3199,2,0.091207035
84,3199,3,0.042095438
84,3199,4,0.7518706
85,3201,0,0.15544683
85,3201,1,0.03873518
85,3201,2,0.68091357
85,3201,3,0.065061904
85,3201,4,0.059842404
86,3147,0,0.6534096
86,3147,1,0.026901115
86,3147,2,0.12589878
86,3147,3,0.1865004
87,3124,0,0.82261753
87,3124,1,0.014304353
87,3124,2,0.1170724
87,3124,3,0.02396662
87,3124,4,0.022039048
88,3073,0,0.16216582
88,3073,1,0.11624031
88,3073,2,0.25508177
88,3073,3,0.37776676
88,3073,4,0.088745385
89,3076,0,0.25079548
89,3076,1,0.062553674
89,3076,2,0.48499468
89,3076,3,0.10505289
89,3076,4,0.09660332
90,3077,0,0.5175203
90,3077,3,0.46583897
91,3081,0,0.04616986
91,3081,1,0.82683706
91,3081,2,0.03310802
91,3081,3,0.018945519
91,3081,4,0.07493949
92,3090,0,0.09905688
92,3090,1,0.024661321
92,3090,2,0.19158275
92,3090,3,0.64658856
92,3090,4,0.038110547
93,3103,0,0.89433265
93,3103,1,0.0142716905
93,3103,2,0.04254642
93,3103,3,0.026569
93,3103,4,0.022280231
94,3047,0,0.35148504
94,3047,2,0.17639083
94,3047,3,0.23732843
94,3047,4,0.2270357
95,3030,0,0.8552064
95,3030,1,0.019843195
95,3030,2,0.05631107
95,3030,3,0.033655755
95,3030,4,0.03498361
96,3022,0,0.83426964
96,3022,1,0.019851508
96,3022,2,0.07085239
96,3022,3,0.044078
96,3022,4,0.030948488
97,3012,0,0.13339072
97,3012,1,0.5588255
97,3012,2,0.21671088
97,3012,3,0.047752623
97,3012,4,0.043320302
98,3006,0,0.09363729
98,3006,1,0.84771645
98,3006,2,0.027645487
98,3006,3,0.016075782
98,3006,4,0.0149249965
99,2975,0,0.06409868
99,2975,1,0.010090338
99,2975,2,0.028490089
99,2975,3,0.88177854
99,2975,4,0.015542411
100,2937,0,0.19937688
100,2937,1,0.11680606
100,2937,2,0.47376573
100,2937,4,0.20477913
101,2941,0,0.62784755
101,2941,1,0.024646359
101,2941,2,0.26537693
101,2941,3,0.042956028
101,2941,4,0.0391731
102,2942,0,0.18760753
102,2942,1,0.5598051
102,2942,2,0.1909568
102,2942,3,0.033712577
102,2942,4,0.027917998
103,2917,0,0.063906595
103,2917,1,0.112345934
103,2917,2,0.64402914
103,2917,3,0.09863389
103,2917,4,0.08108445
104,2919,0,0.112706006
104,2919,1,0.028063327
104,2919,2,0.76784676
104,2919,3,0.04802652
104,2919,4,0.04335737
105,2922,0,0.08342243
105,2922,1,0.04655256
105,2922,2,0.029217666
105,2922,3,0.8286129
105,2922,4,0.012194434
106,2903,0,0.55838037
106,2903,1,0.06255313
106,2903,2,0.17741334
106,2903,3,0.10505104
106,2903,4,0.09660211
107,2904,0,0.0909449
107,2904,1,0.7582163
107,2904,2,0.031720795
107,2904,3,0.10313836
107,2904,4,0.015979664
108,2905,0,0.36218905
108,2905,1,0.090344585
108,2905,2,0.25622615
108,2905,3,0.15172145
108,2905,4,0.13951877
109,2906,0,0.55838037
109,2906,1,0.06255312
109,2906,2,0.17741334
109,2906,3,0.10505104
109,2906,4,0.096602105
110,2884,0,0.049867928
110,2884,1,0.9029868
110,2884,2,0.026104996
110,2884,3,0.010929415
110,2884,4,0.010110828
111,2885,0,0.54836106
111,2885,1,0.06255271
111,2885,2,0.17740986
111,2885,3,0.10504993
111,2885,4,0.10662641
112,2875,0,0.1095353
112,2875,1,0.60569316
112,2875,2,0.22082092
112,2875,3,0.03331509
112,2875,4,0.030635562
113,2877,0,0.089256644
113,2877,1,0.021992214
113,2877,2,0.07689423
113,2877,3,0.77484965
113,2877,4,0.03700731
114,2863,0,0.2539683
114,2863,1,0.5130292
114,2863,2,0.12812482
114,2863,3,0.05463614
114,2863,4,0.050241593
115,2873,0,0.26230556
115,2873,2,0.04162263
115,2873,3,0.68350154
116,2854,0,0.8259095
116,2854,1,0.024652436
116,2854,2,0.06994924
116,2854,3,0.04140958
116,2854,4,0.03807927
117,2856,0,0.4982717
117,2856,1,0.0949944
117,2856,2,0.33096525
117,2856,3,0.06774571
118,2860,0,0.09058367
118,2860,1,0.021983372
118,2860,2,0.06327606
118,2860,3,0.037866455
118,2860,4,0.7862904
119,2839,0,0.36218905
119,2839,1,0.090344585
119,2839,2,0.25622615
119,2839,3,0.15172145
119,2839,4,0.13951877
120,2825,0,0.3462476
120,2825,1,0.038738895
120,2825,2,0.2997868
120,2825,3,0.25537688
120,2825,4,0.059849843
121,2826,0,0.27686596
121,2826,1,0.038735017
121,2826,2,0.5595095
121,2826,3,0.06506131
121,2826,4,0.059828237
122,2833,0,0.44681606
122,2833,1,0.01260623
122,2833,2,0.499007
122,2833,3,0.021591192
122,2833,4,0.019979559
123,2834,0,0.66012293
123,2834,1,0.024784962
123,2834,2,0.23562074
123,2834,3,0.04140071
123,2834,4,0.03807063
124,2804,0,0.2074701
124,2804,1,0.13459475
124,2804,2,0.08996008
124,2804,3,0.4522524
124,2804,4,0.11572257
125,2805,0,0.5484712
125,2805,1,0.06255271
125,2805,2,0.17740984
125,2805,3,0.10504993
125,2805,4,0.10651622
126,2788,0,0.034893773
126,2788,1,0.045762304
126,2788,2,0.4807271
126,2788,3,0.20571105
126,2788,4,0.23290576
127,2789,0,0.09403144
127,2789,2,0.06512542
127,2789,3,0.72893703
127,2789,4,0.10808498
128,2757,0,0.25094402
128,2757,1,0.06256283
128,2757,2,0.17751624
128,2757,3,0.10508022
128,2757,4,0.4038967
129,2761,0,0.55838037
129,2761,1,0.06255312
129,2761,2,0.17741334
129,2761,3,0.10505104
129,2761,4,0.096602105
130,2763,0,0.53440785
130,2763,1,0.038776685
130,2763,2,0.30169782
130,2763,3,0.0651805
130,2763,4,0.05993717
131,2768,0,0.09892871
131,2768,1,0.024647772
131,2768,2,0.5549035
131,2768,3,0.28345212
131,2768,4,0.03806789
132,2772,0,0.19647513
132,2772,1,0.06372916
132,2772,2,0.03392405
132,2772,3,0.63693553
132,2772,4,0.06893613
133,2773,0,0.06581298
133,2773,1,0.010566644
133,2773,2,0.73303217
133,2773,3,0.018192947
133,2773,4,0.17239529
134,2781,0,0.4480959
134,2781,1,0.44870952
134,2781,2,0.019093262
134,2781,3,0.010620051
134,2781,4,0.07348124
135,2782,0,0.04199354
135,2782,1,0.8167648
135,2782,2,0.036467005
135,2782,3,0.089989215
135,2782,4,0.014785479
136,2783,0,0.54847276
136,2783,1,0.06255271
136,2783,2,0.17740984
136,2783,3,0.10504993
136,2783,4,0.10651472
137,2753,0,0.15786321
137,2753,1,0.37316018
137,2753,2,0.3830018
137,2753,4,0.08147136
138,2754,0,0.09564735
138,2754,2,0.4250898
138,2754,3,0.32716027
138,2754,4,0.14910716
139,2731,0,0.34485254
139,2731,1,0.0666048
139,2731,2,0.2835565
139,2731,3,0.19993511
139,2731,4,0.10505104
140,2733,0,0.4997023
140,2733,1,0.09477116
140,2733,2,0.13602225
140,2733,3,0.24336895
140,2733,4,0.0261353
141,2680,0,0.5002566
141,2680,1,0.038728762
141,2680,2,0.109850556
141,2680,3,0.29135275
141,2680,4,0.059811324
142,2681,0,0.5870373
142,2681,2,0.15648752
142,2681,3,0.23954253
142,2681,4,0.01036518
143,2682,0,0.16038737
143,2682,2,0.76301116
143,2682,3,0.051496368
143,2682,4,0.015526128
144,2686,0,0.058799017
144,2686,1,0.013346948
144,2686,2,0.6091587
144,2686,3,0.29788405
144,2686,4,0.020811275
145,2688,0,0.3453345
145,2688,1,0.03874162
145,2688,2,0.49100062
145,2688,3,0.06507901
145,2688,4,0.05984423
146,2690,0,0.40811425
146,2690,2,0.020942096
146,2690,3,0.53492534
146,2690,4,0.033294197
147,2692,0,0.08572918
147,2692,1,0.852681
147,2692,2,0.028139036
147,2692,3,0.018951897
147,2692,4,0.014498968
148,2694,0,0.2740359
148,2694,1,0.11667723
148,2694,2,0.13016194
148,2694,3,0.3105382
148,2694,4,0.1685867
149,2695,0,0.08644917
149,2695,2,0.035594635
149,2695,3,0.8535791
149,2695,4,0.0152129475
150,2697,0,0.38849428
150,2697,1,0.02805514
150,2697,2,0.35438457
150,2697,3,0.04769703
150,2697,4,0.18136896
151,2706,0,0.41923925
151,2706,1,0.09392114
151,2706,2,0.25657842
151,2706,3,0.022434086
151,2706,4,0.20782709
152,2711,0,0.65868545
152,2711,1,0.04784447
152,2711,2,0.13572788
152,2711,3,0.08384771
152,2711,4,0.07389446
153,2672,0,0.36218905
153,2672,1,0.090344585
153,2672,2,0.25622615
153,2672,3,0.15172145
153,2672,4,0.13951877
154,2662,0,0.11458223
154,2662,1,0.0246478
154,2662,2,0.07116619
154,2662,3,0.050588876
154,2662,4,0.7390149
155,2663,0,0.37676895
155,2663,1,0.37576246
155,2663,2,0.1830905
155,2663,3,0.033727683
155,2663,4,0.030650407
156,2640,0,0.15240695
156,2640,1,0.35210037
156,2640,2,0.39059633
156,2640,3,0.054645967
156,2640,4,0.05025036
157,2638,0,0.096193664
157,2638,1,0.021991361
157,2638,2,0.70273024
157,2638,3,0.14511178
157,2638,4,0.033972852
158,2639,0,0.09485682
158,2639,1,0.021987705
158,2639,2,0.8122596
158,2639,3,0.036933504
158,2639,4,0.033962306
159,2635,0,0.58010733
159,2635,2,0.31476292
159,2635,3,0.09261939
160,2629,0,0.49528468
160,2629,1,0.028051771
160,2629,2,0.11123595
160,2629,3,0.11729307
160,2629,4,0.24813452
161,2630,0,0.63942045
161,2630,1,0.1663644
161,2630,2,0.10372049
161,2630,3,0.047142625
161,2630,4,0.043352053
162,2624,0,0.7252636
162,2624,1,0.016639272
162,2624,2,0.12787318
162,2624,3,0.10441323
162,2624,4,0.02581076
163,2625,0,0.6299282
163,2625,1,0.023666313
163,2625,2,0.06391268
163,2625,3,0.1412028
163,2625,4,0.14129005
164,2613,0,0.2584788
164,2613,1,0.16924793
164,2613,2,0.49868178
164,2613,3,0.039633837
164,2613,4,0.033957727
165,2615,0,0.36218905
165,2615,1,0.090344585
165,2615,2,0.25622615
165,2615,3,0.15172145
165,2615,4,0.13951877
166,2598,0,0.67562354
166,2598,1,0.028103754
166,2598,2,0.08374497
166,2598,3,0.18312046
166,2598,4,0.029407255
167,2606,0,0.19183917
167,2606,1,0.047840614
167,2606,2,0.606088
167,2606,3,0.08034739
167,2606,4,0.07388482
168,2607,0,0.06489638
168,2607,1,0.015350121
168,2607,2,0.8683048
168,2607,3,0.027737647
168,2607,4,0.023710987
169,2608,0,0.08087436
169,2608,2,0.89683384
170,2609,0,0.07195635
170,2609,1,0.01660433
170,2609,2,0.857899
170,2609,3,0.027892057
170,2609,4,0.025648294
171,2574,0,0.5633049
171,2574,1,0.01808013
171,2574,2,0.055468217
171,2574,3,0.030971702
171,2574,4,0.33217505
172,2585,0,0.5484992
172,2585,1,0.06255271
172,2585,2,0.17740984
172,2585,3,0.10504993
172,2585,4,0.106488176
173,2586,0,0.023559654
173,2586,2,0.016877977
173,2586,3,0.944879
174,2587,0,0.04007977
174,2587,2,0.02765614
174,2587,3,0.90791273
174,2587,4,0.0147797875
175,2594,0,0.085279405
175,2594,1,0.5255664
175,2594,2,0.2849608
175,2594,3,0.08483152
175,2594,4,0.01936193
176,2551,0,0.36218905
176,2551,1,0.090344585
176,2551,2,0.25622615
176,2551,3,0.15172145
176,2551,4,0.13951877
177,2555,0,0.6950483
177,2555,1,0.021983465
177,2555,2,0.07465896
177,2555,3,0.037232064
177,2555,4,0.1710772
178,2556,0,0.25846186
178,2556,1,0.16926593
178,2556,2,0.49864715
178,2556,3,0.03966732
178,2556,4,0.033957727
179,2560,0,0.5862654
179,2560,1,0.014502921
179,2560,2,0.2730255
179,2560,3,0.10329321
179,2560,4,0.022912983
180,2561,0,0.10077271
180,2561,2,0.38133243
180,2561,3,0.39714268
180,2561,4,0.11761436
181,2528,0,0.5328863
181,2528,1,0.03921687
181,2528,2,0.30304152
181,2528,3,0.06504338
181,2528,4,0.05981193
182,2530,0,0.40682194
182,2530,1,0.30323112
182,2530,2,0.13570926
182,2530,3,0.0803503
182,2530,4,0.07388736
183,2518,0,0.3424032
183,2518,1,0.49852976
183,2518,2,0.077413745
183,2518,3,0.043585375
183,2518,4,0.038067874
184,2520,0,0.3777246
184,2520,1,0.22176889
184,2520,2,0.11301612
184,2520,3,0.03114245
184,2520,4,0.25634798
185,2499,0,0.5485009
185,2499,1,0.06255272
185,2499,2,0.17740986
185,2499,3,0.10504994
185,2499,4,0.106486626
186,2510,0,0.416213
186,2510,1,0.04784124
186,2510,2,0.13570888
186,2510,3,0.31554934
186,2510,4,0.08468746
187,2511,0,0.6993509
187,2511,1,0.14672004
187,2511,2,0.11224777
187,2511,3,0.022127427
187,2511,4,0.019553872
188,2513,0,0.57465243
188,2513,2,0.34626895
188,2513,3,0.06461367
189,2483,0,0.43387672
189,2483,1,0.17454378
189,2483,2,0.06992788
189,2483,3,0.041398667
189,2483,4,0.280253
190,2493,0,0.46031588
190,2493,1,0.01987942
190,2493,2,0.45479453
190,2493,3,0.034358412
190,2493,4,0.030651797
191,2461,0,0.28850657
191,2461,1,0.13792573
191,2461,2,0.5230831
191,2461,3,0.02677659
191,2461,4,0.023708008
192,2462,0,0.14060204
192,2462,1,0.2964788
192,2462,2,0.3045466
192,2462,3,0.13028552
192,2462,4,0.128087
193,2463,0,0.61002856
193,2463,1,0.03285747
193,2463,2,0.25223026
193,2463,3,0.054639306
193,2463,4,0.050244354
194,2464,0,0.1933409
194,2464,1,0.19242863
194,2464,2,0.50934064
194,2464,3,0.05464254
194,2464,4,0.050247323
195,2466,0,0.36218905
195,2466,1,0.090344585
195,2466,2,0.25622615
195,2466,3,0.15172145
195,2466,4,0.13951877
196,2475,0,0.3086652
196,2475,1,0.1803475
196,2475,2,0.045714084
196,2475,3,0.23869656
196,2475,4,0.22657666
197,2476,0,0.12715115
197,2476,1,0.028092306
197,2476,2,0.7542659
197,2476,3,0.047140107
197,2476,4,0.043350507
198,2439,0,0.34215432
198,2439,1,0.3546556
198,2439,2,0.28732148
199,2440,0,0.023821259
199,2440,1,0.031963844
199,2440,2,0.37401485
199,2440,3,0.0892122
199,2440,4,0.48098785
200,2441,0,0.06809074
200,2441,2,0.03372019
200,2441,3,0.89057934
201,2442,0,0.059255213
201,2442,2,0.5438303
201,2442,3,0.0507609
201,2442,4,0.3406792
202,2443,0,0.049474336
202,2443,1,0.011148422
202,2443,2,0.90222657
202,2443,3,0.019939119
202,2443,4,0.017211571
203,2444,0,0.19249362
203,2444,1,0.04788531
203,2444,2,0.1360269
203,2444,3,0.5495951
203,2444,4,0.07399906
204,2445,0,0.045662217
204,2445,1,0.72438705
204,2445,2,0.18740684
204,2445,3,0.027228607
204,2445,4,0.0153153045
205,2446,0,0.2512487
205,2446,1,0.062581174
205,2446,2,0.17765419
205,2446,3,0.105136
205,2446,4,0.40337998
206,2447,0,0.86779106
206,2447,1,0.018081492
206,2447,2,0.055771098
206,2447,3,0.030424599
206,2447,4,0.027931806
207,2448,0,0.14640433
207,2448,2,0.45089924
207,2448,3,0.3280804
207,2448,4,0.06939939
208,2449,0,0.21931703
208,2449,2,0.74964803
208,2449,3,0.012404896
208,2449,4,0.011429755
209,2450,0,0.018060038
209,2450,2,0.7669348
209,2450,3,0.12504725
209,2450,4,0.086463004
210,2451,0,0.07522284
210,2451,2,0.90408385
211,2452,0,0.55838037
211,2452,1,0.06255312
211,2452,2,0.17741334
211,2452,3,0.10505104
211,2452,4,0.09660211
212,2453,0,0.11631396
212,2453,1,0.3168765
212,2453,2,0.25240266
212,2453,3,0.27705917
212,2453,4,0.037347704
213,2413,0,0.36218905
213,2413,1,0.090344585
213,2413,2,0.25622615
213,2413,3,0.15172145
213,2413,4,0.13951877
214,2414,0,0.18540457
214,2414,1,0.015407609
214,2414,2,0.37706634
214,2414,3,0.20456506
214,2414,4,0.21755642
215,2415,0,0.44237062
215,2415,1,0.014278165
215,2415,2,0.41022974
215,2415,3,0.025515977
215,2415,4,0.107605495
216,2416,0,0.25083423
216,2416,1,0.06255625
216,2416,2,0.48491943
216,2416,3,0.10506028
216,2416,4,0.09662978
217,2434,0,0.83889747
217,2434,1,0.021981984
217,2434,2,0.06739821
217,2434,3,0.03777411
217,2434,4,0.03394822
218,2435,0,0.27453482
218,2435,1,0.024665765
218,2435,2,0.49966243
218,2435,3,0.16302484
218,2435,4,0.038112152
219,2436,0,0.09632263
219,2436,1,0.022041282
219,2436,2,0.06549472
219,2436,3,0.14836349
219,2436,4,0.6677779
220,2438,0,0.13100047
220,2438,1,0.1917839
220,2438,2,0.20492907
220,2438,3,0.056355447
220,2438,4,0.4159311
221,2346,0,0.1543307
221,2346,2,0.32322347
221,2346,3,0.4988098
221,2346,4,0.014444551
222,2347,0,0.084056295
222,2347,1,0.019852757
222,2347,2,0.73146284
222,2347,3,0.13490157
222,2347,4,0.029726468
223,2349,0,0.17942679
223,2349,2,0.09201254
223,2349,3,0.7140175
224,2351,0,0.36218905
224,2351,1,0.090344585
224,2351,2,0.25622615
224,2351,3,0.15172145
224,2351,4,0.13951877
225,2352,0,0.13149402
225,2352,1,0.010098936
225,2352,2,0.35426232
225,2352,3,0.4270969
225,2352,4,0.07704787
226,2359,0,0.37147436
226,2359,2,0.11516009
226,2359,4,0.5074825
227,2360,0,0.13050279
227,2360,1,0.032536175
227,2360,2,0.092302896
227,2360,3,0.69440526
227,2360,4,0.050252873
228,2361,0,0.3721598
228,2361,1,0.023406807
228,2361,2,0.11197515
228,2361,3,0.21798623
228,2361,4,0.27447197
229,2365,0,0.22459783
229,2365,1,0.05232882
